StartDate,EndDate,IPAddress,US,Duration (in seconds),ResponseId,LocationLatitude,LocationLongitude,a1,a2,a3,a4,a5,a6,a7,a8,a9,b1,b2,b3,b4,b5,b6,b7,b8,b9,mfq1,mfq2,mfq3,mfq4,mfq5,mfq6,mfq7,mfq8,mfq9,mfq10,mfq11,mfq12,mfq13,mfq14,mfq15,mfq16,mfq17,mfq18,mfq19,mfq20,mfq21,mfq22,mfq23,mfq24,mfq25,mfq26,mfq27,mfq28,mfq29,mfq30,mfq31,svs1,svs2,svs3,svs4,svs5,svs6,svs7,svs8,svs9,svs10,svs11,io,si,so,deq1,deq2,deq3,deq4,deq5,deq6,deq7,deq8,bp1,bp2,bp3,bp4,bp5,bp6,bp7,bp8,bp9,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap9,sex,age,race,race_6_TEXT,ses,ed,for_pol,eco_pol,soc_pol,rel_pol,polaff,relaff,relaff_1_TEXT,relaff_10_TEXT,stp,pray,relserv,relint,purpose,purpose_check,study,study_check,task,explain,goal,task_susp,strategy,cond,condName
6/25/2017 3:57,6/25/2017 4:12,172.56.28.9,0,889,R_2XjO6fpcd9ymqcg,39.97200012,-75.04789734,,,,,,,,,,6,6,6,6,5,6,6,6,6,5,5,5,5,5,3,5,5,5,5,3,4,5,5,3,2,3,3,4,4,5,5,3,2,3,1,3,6,6,5,3,3,5,6,4,5,5,6,2,4,5,3,4,3,4,1,1,1,1,1,1,1,4,,,,,,,,,,5,5,5,5,5,2,5,5,5,2,55,1,,4,3,3,5,3,5,5,1,Baptist,,1,6,4,7,Relationship to group and belief in God,0,Relationship to group and belief in God,0,2,na,2,0,na,1,B
6/25/2017 4:01,6/25/2017 4:11,104.237.246.26,0,609,R_0qtBRlZCQxLwGbL,39.71569824,-75.52809906,5,6,4,4,4,3,3,3,2,,,,,,,,,,3,4,3,4,5,3,4,5,4,5,5,3,4,3,4,5,2,5,4,5,5,5,4,3,4,5,4,5,4,3,4,5,6,4,5,5,6,6,5,4,5,6,4,7,5,4,3,5,4,2,5,3,4,5,6,5,5,6,5,6,5,6,,,,,,,,,,2,31,1,,4,3,6,4,5,5,3,2,,,3,2,3,3,religious perceptions,0,I have no idea,0,2,,2,0,,0,A
6/25/2017 4:02,6/25/2017 4:10,70.191.113.147,0,527,R_2Xd3t9yCPd8oTCp,41.48170471,-81.80239868,,,,,,,,,,6,6,6,6,6,6,6,6,6,2,3,3,6,5,3,5,5,5,3,2,3,5,3,3,5,3,3,4,3,4,4,4,4,4,5,1,4,2,6,5,7,5,6,6,6,6,6,7,4,4,4,3,7,3,1,1,3,6,1,5,1,4,,,,,,,,,,4,4,4,4,4,1,4,4,2,2,25,5,,3,4,4,5,3,4,4,2,,,2,6,4,5,NA,0,NA,0,2,,2,0,,1,B
6/25/2017 4:03,6/25/2017 4:24,68.9.95.89,0,1269,R_z6kGpNH8nJJczdf,41.71229553,-72.60810089,,,,,,,,,,5,6,7,7,4,5,6,6,4,1,5,4,6,6,3,5,4,5,2,1,2,6,5,3,2,1,5,5,5,1,6,5,2,2,4,4,5,1,6,5,6,6,7,4,6,6,6,5,5,4,4,4,5,4,1,1,2,3,1,2,1,2,,,,,,,,,,2,2,4,4,4,2,4,2,2,2,49,5,,5,4,2,3,1,1,7,10,,Pagan,2,2,2,9,"Look for correlations between religiosity and religions, and attitudes towards social behavior.",0,How is this question substantially different from the previous one?,0,1,"Few of them are adjective I would use to describe my Gods, or (because I am a polytheist) differing states of agreement with the same adjective applied to different Gods, so I was forced to compromise.",2,0,,1,B
6/25/2017 4:17,6/25/2017 4:39,50.29.225.5,0,1312,R_3kqep61QwNxTDP4,40.78579712,-76.46759796,1,1,1,1,1,1,1,1,1,,,,,,,,,,3,2,3,4,3,3,3,5,5,5,3,4,4,4,3,5,4,5,5,5,5,4,3,3,2,4,5,4,4,5,4,5,6,6,6,6,6,6,5,5,5,5,3,3,3,2,1,1,1,1,1,1,1,6,5,5,5,5,6,6,6,6,,,,,,,,,,2,43,5,,4,3,4,4,4,4,4,2,,,4,1,1,2,not sure,0,"not sure

Thank you",0,2,,2,0,,0,A
6/25/2017 4:20,6/25/2017 4:25,174.59.66.107,0,320,R_2X6S1jkwnfYSNez,40.5500946,-76.39700317,,,,,,,,,,7,7,7,7,7,7,7,7,7,6,4,5,6,6,3,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,7,7,7,7,7,7,6,7,7,7,7,5,4,2,1,1,7,7,1,7,1,7,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,65,5,,4,2,5,5,5,5,3,1,reformed,,1,5,5,7,to see what people think about God and religion.,0,Religion and believing in God,0,2,,2,0,,1,B
6/25/2017 4:44,6/25/2017 5:11,68.2.61.61,0,1625,R_1r1AVWkblCFgfB9,33.38580322,-111.8755035,4,5,6,6,6,5,7,7,6,,,,,,,,,,1,2,2,4,3,3,5,4,3,3,2,2,6,6,3,1,1,3,1,3,6,5,1,4,3,5,1,5,4,3,1,1,7,7,6,1,6,2,4,4,6,5,2,2,1,1,1,1,1,1,2,1,1,5,4,3,4,2,3,2,2,2,,,,,,,,,,1,29,5,,4,4,6,7,7,1,2,10,,Esoteric Kekism,4,1,1,3,Determining the extent to which religion still plays a role in moral judgments made by the contemporary individual.,0,Religious affiliations and its impact on the moral compass of contemporary individuals.,0,2,,2,0,,0,A
6/25/2017 4:45,6/25/2017 4:56,70.231.17.55,0,672,R_1gnGyjqjGpDMxMd,35.789505,-78.8742981,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,5,2,4,4,3,4,3,3,1,4,2,3,4,5,5,2,3,4,5,2,6,5,2,5,5,1,5,1,6,5,7,5,5,6,6,7,6,7,4,5,5,2,4,2,1,1,2,2,1,2,1,3,,,,,,,,,,4,4,4,4,4,4,4,4,4,1,70,5,,2,5,6,6,6,5,2,5,,,5,2,2,3,Not certain,0,Not certain,0,2,,2,0,,1,B
6/25/2017 4:52,6/25/2017 5:14,99.12.151.37,0,1334,R_3qDWycYZqhL8S4R,33.85949707,-84.68379974,1,1,7,6,3,1,1,5,1,,,,,,,,,,5,4,6,4,2,3,6,5,5,4,2,5,6,6,6,6,5,6,6,6,5,6,5,6,6,2,2,6,6,6,6,1,1,3,2,1,1,1,1,1,1,1,4,6,4,1,1,5,7,1,7,2,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,2,25,1,,4,3,6,6,2,2,7,1,,Christian,7,5,4,9,Our inputs on our beliefs of God and how we think about different situation(s),0,Our inputs on our beliefs of God.,0,2,,2,0,,0,A
6/25/2017 4:55,6/25/2017 5:09,24.118.232.15,0,809,R_1rIcwyHMLdZqZ79,44.83999634,-93.03649902,1,2,3,5,2,1,1,1,1,,,,,,,,,,4,4,3,5,5,3,6,4,4,4,5,4,6,4,4,4,3,2,4,5,2,5,3,2,1,5,1,5,2,5,5,5,6,5,4,5,5,6,4,4,4,4,3,5,4,3,3,3,3,1,1,1,1,7,7,7,7,7,7,7,7,7,,,,,,,,,,2,51,5,,3,4,4,7,2,6,2,2,,,1,6,1,5,To make a connection between religion and prejudice? ,0,Religion's role in prejudice.,0,2,,2,0,,0,A
6/25/2017 4:56,6/25/2017 5:06,196.131.225.253,1,593,R_3JxRFcAwgFS9kc2,30.07710266,31.28590393,3,5,5,3,5,1,1,1,1,,,,,,,,,,4,4,3,6,6,3,6,2,5,3,1,3,6,6,4,2,2,6,6,6,1,6,1,3,4,1,2,5,4,6,4,5,6,6,3,5,3,6,5,2,3,3,1,4,3,1,1,2,3,1,2,1,2,7,7,7,7,6,7,6,7,7,,,,,,,,,,2,33,5,,4,5,3,4,5,5,4,10,,Messianic Islamic Druid,1,6,2,7,I think the study wants to investigate how people's views of God influence their thinking.,0,I think the study wants to see if people's views of God have a direct relation to their political views. ,0,2,,2,0,,0,A
6/25/2017 5:04,6/25/2017 5:12,216.81.81.84,0,428,R_1FwWb3SBpKgzT9U,39.29040527,-76.61219788,,,,,,,,,,4,4,4,4,4,4,4,4,4,1,1,1,6,4,3,6,1,6,1,1,3,4,4,4,1,3,4,4,4,2,1,1,2,1,2,3,4,1,5,3,7,3,6,7,4,7,6,5,2,2,2,3,4,4,1,1,4,5,1,5,1,4,,,,,,,,,,4,4,4,4,4,4,4,4,4,2,38,5,,2,3,4,4,4,4,4,9,,,6,1,1,1,To assess moral values,0,^^,0,2,,2,0,,1,B
6/25/2017 5:04,6/25/2017 5:20,24.102.248.75,0,927,R_3hrx9aQXlQYJbGO,40.58659363,-75.30169678,,,,,,,,,,7,7,7,7,7,7,7,7,7,1,2,1,6,6,3,4,2,4,2,1,1,6,5,1,2,2,2,6,5,3,1,1,1,3,5,1,4,2,5,3,4,6,4,3,4,3,6,3,4,6,6,4,5,2,1,1,6,6,1,6,1,4,,,,,,,,,,5,5,5,5,5,4,5,4,4,2,55,6,Human,4,2,4,4,4,4,4,1,,Christian,1,6,1,1,Understanding individual perceptions of God.,0,Finding a correlation between belief in God and that persons view of society.,0,2,,2,0,,1,B
6/25/2017 5:07,6/25/2017 5:10,108.32.85.7,0,188,R_29nVPRhba92kYRc,40.42349243,-79.75879669,1,2,7,7,6,1,1,3,2,,,,,,,,,,6,5,6,6,5,6,5,6,6,5,6,6,5,6,6,3,5,6,1,6,4,6,5,6,6,6,5,6,6,6,6,7,6,7,7,7,7,6,7,6,7,7,4,4,5,1,2,7,7,1,7,1,7,7,7,7,7,7,6,7,7,7,,,,,,,,,,1,43,5,,2,4,6,5,6,6,1,5,,,1,4,2,5,Religion,0,How people view rigion,0,2,Na,2,0,Na,0,A
6/25/2017 5:56,6/25/2017 6:00,24.165.155.59,0,221,R_OrsLFibWDBXGRB7,42.10670471,-80.10790253,,,,,,,,,,5,4,4,4,4,5,4,4,4,4,3,4,3,3,3,4,3,4,4,3,4,4,4,5,4,4,5,3,5,5,5,4,3,5,5,4,5,5,4,3,7,7,7,6,6,6,6,6,3,4,5,4,3,3,2,2,4,4,3,2,2,4,,,,,,,,,,5,4,5,5,5,5,4,5,5,2,31,5,,3,5,4,3,3,4,3,2,,,2,1,2,3,Not sure,0,Not sure,0,2,,2,0,,1,B
6/25/2017 6:01,6/25/2017 6:05,98.94.27.192,0,225,R_1Hc86knDH2J8kon,33.44830322,-81.69210052,4,5,4,2,7,1,4,4,7,,,,,,,,,,5,6,3,5,4,2,3,4,1,3,6,6,1,2,1,4,4,3,4,4,3,3,3,4,4,1,3,4,4,4,1,4,1,7,7,5,1,6,4,7,2,6,4,4,3,6,5,7,5,1,6,1,3,2,4,1,5,7,4,3,1,1,,,,,,,,,,1,25,5,,3,2,2,3,5,3,2,9,,,6,1,1,1,NOT REALLY SURE,0,NOT REALLY SURE,0,2,,2,0,,0,A
6/25/2017 6:01,6/25/2017 6:16,172.115.109.225,0,923,R_3mg9Z478xkLyU90,34.10400391,-117.6641998,,,,,,,,,,7,7,7,7,7,7,7,7,7,5,6,2,6,5,3,5,3,5,5,4,5,6,4,6,5,4,5,6,6,4,6,4,1,4,3,1,6,6,6,6,7,7,7,7,7,7,6,7,7,7,7,2,4,2,1,1,6,6,1,6,1,6,,,,,,,,,,1,1,4,4,1,1,1,1,1,1,28,1,,2,5,4,4,4,4,4,7,,,2,3,2,1,Analyzing perceptions of society,0,perceptions of society and higher powers. ,0,2,,2,0,,1,B
6/25/2017 6:05,6/25/2017 6:18,73.35.73.53,0,798,R_3EaRGmVSkYTtJBK,30.28779602,-81.42639923,6,6,6,6,6,5,6,5,5,,,,,,,,,,1,5,5,6,6,3,5,5,5,6,1,4,5,5,6,5,5,2,6,5,3,6,2,2,3,4,5,5,4,6,5,6,6,6,6,6,6,6,7,4,4,4,2,5,2,2,3,1,1,1,1,1,1,5,5,5,4,3,4,4,4,4,,,,,,,,,,1,62,5,,3,3,2,2,2,2,6,9,,,6,1,1,1,the affect religion has on people,0,beliefs a cross-section of people ,0,2,,2,0,,0,A
6/25/2017 6:06,6/25/2017 6:32,69.254.108.253,0,1579,R_2uTznB0eVOOxSfk,36.40400696,-84.07209778,,,,,,,,,,7,7,7,7,7,7,7,7,7,5,5,2,5,6,3,5,6,4,6,5,6,4,4,4,5,6,6,5,4,6,6,5,5,6,5,2,6,5,6,5,6,7,5,4,7,5,5,5,4,6,5,3,7,3,1,1,1,1,1,1,1,4,,,,,,,,,,4,4,7,7,5,1,7,7,7,1,38,5,,5,2,6,6,7,7,2,1,,Baptist ,1,6,2,8,"To identify people's relationship with God ,and how this might influence they're political believes as well as life choices.",0,Overall how believing in a God can influence social behavior.,0,1,Adjectives invoke emotions ,2,0,,1,B
6/25/2017 6:08,6/25/2017 6:19,49.145.13.207,1,682,R_3KVcNe4wsH4jzui,13.93940735,121.1738892,,,,,,,,,,7,7,7,7,7,7,7,7,7,6,4,4,4,5,3,4,4,4,3,5,4,4,3,5,6,5,6,6,6,6,4,4,3,3,6,4,5,6,6,4,6,5,6,7,6,6,6,7,6,6,6,5,6,5,1,1,6,6,1,6,1,6,,,,,,,,,,4,4,4,4,4,1,1,1,1,2,20,1,,3,3,4,4,4,5,4,2,,,2,6,5,7,to know if a person believe in God,0,study about relogions,0,2,n/a,1,0,my goal is to spread the word of God to everyone that I meet,1,B
6/25/2017 6:08,6/25/2017 6:20,71.199.198.252,0,728,R_27fkrRAhuAtlyeP,36.1782074,-86.60980225,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,6,6,6,6,3,6,4,6,6,2,2,6,6,6,1,1,6,6,4,2,6,5,4,5,4,3,3,2,6,4,6,6,5,2,5,5,6,5,3,3,3,4,5,4,1,1,2,3,1,3,1,3,1,1,5,4,7,5,7,5,7,,,,,,,,,,1,36,5,,3,4,3,5,3,1,5,9,,,4,1,2,5,Religions role in perceptions of disparate groups.,0,Not sure. I  believe that you are attempting to identify how SJWs and alt-right folks see each other. ,0,2,,2,0,,0,A
6/25/2017 6:29,6/25/2017 6:34,71.31.91.34,0,248,R_1LOTux1XLZEpF5W,41.67410278,-81.0605011,,,,,,,,,,7,7,7,7,7,6,6,6,6,2,5,2,5,5,3,5,2,3,3,3,3,3,3,5,2,2,5,5,6,2,5,2,3,5,5,3,3,5,5,5,6,6,7,6,6,5,6,7,6,6,4,5,5,4,1,1,6,6,1,6,1,6,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,37,5,,2,4,4,5,3,2,4,1,Methodist,,1,6,4,9,Impressions on personal views of God.,0,How people view God in their lives.,0,2,,2,0,,1,B
6/25/2017 6:50,6/25/2017 6:55,73.24.103.111,0,270,R_3rOILbdOpVNhbhv,28.53410339,-81.16470337,1,7,7,1,1,1,1,1,7,,,,,,,,,,4,5,4,3,4,3,4,5,4,5,4,5,4,5,4,3,5,4,4,4,5,5,4,3,5,5,4,5,3,4,5,5,4,3,4,4,4,5,4,4,4,5,5,6,5,6,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,2,55,5,,3,5,1,1,1,1,6,2,,,3,5,6,9,to know my opinion,0,no,1,2,,2,0,,0,A
6/25/2017 6:56,6/25/2017 7:07,73.131.129.55,0,643,R_3hFq1yalaQp6xkf,32.91830444,-80.68789673,,,,,,,,,,7,7,7,7,5,7,4,6,6,2,3,3,6,6,3,5,4,6,3,4,2,6,6,6,4,4,6,6,6,4,6,5,2,4,2,3,4,5,6,6,5,5,6,4,5,5,6,6,4,6,5,4,4,2,1,1,2,2,1,1,1,2,,,,,,,,,,4,5,4,6,4,3,6,4,5,2,64,5,,3,5,5,5,3,4,5,1,Evangelical,,1,5,2,5,Trying to find out how people feel about God,0,?,0,2,,2,0,,1,B
6/25/2017 6:57,6/25/2017 7:05,68.44.116.56,0,504,R_prXZKzv6JittkBz,39.93409729,-85.37180328,4,4,2,5,5,2,6,6,3,,,,,,,,,,5,2,2,6,6,3,5,5,6,6,2,4,6,6,6,6,6,3,6,6,6,6,5,2,2,4,5,6,6,6,6,5,5,4,4,4,3,6,5,2,3,4,4,6,2,3,3,1,1,1,1,2,1,7,7,7,7,7,7,7,7,7,,,,,,,,,,2,72,5,,3,3,2,2,2,2,6,1,,Mormon,1,6,5,9,To see our thoughts on religion,0,To see why we believe what we believe ,0,1,It was worded to get a reaction ,2,0,,0,A
6/25/2017 6:57,6/25/2017 7:05,24.90.165.185,0,500,R_2BhOre3JzZNxyHk,40.76370239,-73.77249908,,,,,,,,,,5,6,7,6,7,6,7,7,7,1,3,3,6,4,3,3,4,5,5,3,5,6,5,6,5,4,4,6,6,2,6,6,4,6,5,2,6,4,6,6,7,7,7,6,7,7,6,7,4,6,6,2,6,1,1,1,1,1,1,1,1,3,,,,,,,,,,5,5,5,7,5,1,4,5,1,1,59,5,,3,3,3,3,2,1,6,5,,,1,1,2,5,Both personal and societal religious attitudes and beliefs,0,Religious attitudes and beliefs,0,2,,2,0,,1,B
6/25/2017 6:58,6/25/2017 7:09,97.97.249.67,0,666,R_3lVp5JMf8VuWDT6,28.29269409,-82.62789917,1,1,1,1,1,1,1,1,1,,,,,,,,,,4,4,4,3,3,3,2,3,1,2,5,2,3,4,2,5,3,5,4,6,6,5,5,6,6,6,6,6,6,6,6,7,4,7,6,4,7,6,7,4,4,4,4,5,4,1,1,7,7,1,7,1,7,7,6,7,5,6,7,7,7,7,,,,,,,,,,2,31,2,,2,3,4,4,4,4,1,7,,,5,2,3,5,I believe the purpose of this study is about your personality on certain things.,0,I think this study was trying to see what kind of person you are.,0,2,,2,0,,0,A
6/25/2017 6:59,6/25/2017 7:09,73.80.195.171,0,630,R_10D9LIau8vIxka1,39.81149292,-74.98290253,,,,,,,,,,7,7,7,7,7,7,7,7,7,4,2,1,6,6,3,2,5,2,2,2,2,4,4,4,1,1,6,6,6,1,6,5,6,6,3,3,6,6,6,3,7,6,7,7,6,7,6,7,4,6,7,4,6,4,1,1,5,6,1,5,1,5,,,,,,,,,,1,1,7,3,5,1,3,2,2,2,40,2,,3,2,3,3,3,3,5,3,,,1,3,3,7,religion,0,If religion and politics go together or sometimes collide.,0,2,,2,0,,1,B
6/25/2017 7:00,6/25/2017 7:15,70.187.73.122,0,885,R_1q35FgK22Uyj4lS,41.48199463,-81.79820251,5,6,5,5,5,6,7,7,6,,,,,,,,,,1,3,1,6,6,3,4,1,6,4,1,3,6,4,4,3,4,3,5,6,1,6,3,3,3,1,6,3,1,6,6,4,7,3,3,3,6,6,3,4,3,5,4,4,3,2,1,2,2,2,1,2,2,5,3,4,3,3,4,2,4,3,,,,,,,,,,2,27,5,,3,4,1,1,1,1,7,8,,,7,1,1,1,To see how we think of god,0,How people view god and religion,0,2,,2,0,,0,A
6/25/2017 7:01,6/25/2017 7:04,173.73.143.14,0,172,R_xbn9plwXf9Ck1ih,38.90840149,-77.12010193,,,,,,,,,,6,6,7,6,6,7,6,7,7,3,5,5,6,5,3,5,2,5,4,5,5,6,6,6,5,5,4,5,6,4,5,5,4,5,5,3,5,4,6,5,7,7,7,7,7,7,6,7,7,7,7,3,5,3,1,1,1,1,1,1,1,1,,,,,,,,,,2,3,2,2,2,2,2,2,2,1,30,5,,2,4,5,5,5,5,3,5,,,3,1,4,6,Not sure,0,Not sure,0,2,,2,0,,1,B
6/25/2017 7:01,6/25/2017 7:06,85.100.120.238,1,307,R_qELct90iPQ8ThFn,41.09410095,28.97569275,4,5,4,3,5,4,3,4,5,,,,,,,,,,3,4,3,4,4,3,4,3,4,4,3,4,4,3,4,4,3,4,3,2,3,3,3,4,5,4,5,4,3,4,3,4,5,4,5,4,5,6,5,5,4,5,4,5,4,4,5,3,4,4,3,4,5,4,3,4,5,4,5,4,3,4,,,,,,,,,,1,25,3,,1,4,5,6,5,6,3,2,,,2,6,6,6,To examine attitudes toward religion.,0,To examine attitudes toward religion.,0,2,,2,0,,0,A
6/25/2017 7:04,6/25/2017 7:13,67.143.160.47,0,532,R_3QDkUzrsrBcF08T,36.16589355,-86.78440094,,,,,,,,,,5,5,3,3,1,5,5,5,5,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,1,6,3,4,5,4,4,5,7,5,4,4,4,4,3,7,5,1,1,2,3,1,2,1,1,,,,,,,,,,2,2,5,2,2,1,1,1,1,1,32,3,,3,4,3,5,2,1,4,2,,,4,2,2,3,How your religion affects your views of society,0,Not sure,0,2,,2,0,,1,B
6/25/2017 8:00,6/25/2017 8:11,99.197.96.40,0,642,R_2VJDRiZEKimMm5O,39.9611969,-82.99880219,2,2,6,5,7,4,6,5,6,,,,,,,,,,4,1,1,4,3,3,5,5,4,5,1,3,6,5,2,6,5,4,3,6,4,5,5,2,1,2,2,6,6,6,6,5,6,4,3,6,7,6,4,4,5,4,3,5,3,1,1,3,1,1,1,1,1,6,7,7,7,6,7,4,7,7,,,,,,,,,,2,42,2,,4,4,3,5,3,4,4,1,Baptist,,7,3,5,5,The more religious a person is the better their mood while rating the characteristic of God.,0,Depending on the person religious belief they may experiences different levels of emotion while rating the characteristic of God.,0,2,,2,0,,0,A
6/25/2017 8:01,6/25/2017 8:16,174.130.236.235,0,873,R_2E0PgQbmA4cyvzc,38.04899597,-84.48549652,,,,,,,,,,6,6,7,7,5,7,7,6,7,2,5,5,6,6,3,5,4,5,4,5,4,4,4,5,4,4,1,4,5,5,5,5,4,5,5,2,5,4,6,5,6,7,5,4,6,5,6,6,4,6,5,5,5,2,1,1,1,1,1,1,1,1,,,,,,,,,,5,5,6,7,6,3,5,5,3,1,53,5,,5,3,6,6,4,2,3,7,,,6,1,1,5,"Gauging the relationship between professed religiosity, morality, and political/economic reality of self.",0,"Me, an average citizen of my world.",0,2,,2,0,,1,B
6/25/2017 8:02,6/25/2017 8:07,67.185.192.52,0,326,R_1ovbpsFtGXJ6Vgu,47.65370178,-117.3143005,4,4,4,5,5,4,5,3,3,,,,,,,,,,2,2,2,6,6,3,6,4,6,3,3,3,6,6,3,3,3,6,6,6,1,6,2,2,3,3,3,4,3,6,6,5,7,5,5,6,5,6,7,6,6,7,2,5,2,1,1,1,3,1,3,1,3,6,6,6,6,6,6,6,6,6,,,,,,,,,,2,33,5,,3,5,1,1,1,1,7,9,,,4,2,2,3,not sure this time,0,not sure this time,0,2,,2,0,,0,A
6/25/2017 8:03,6/25/2017 8:09,68.10.167.213,0,357,R_1jk5xilBuZttwF0,37.44689941,-76.55310059,,,,,,,,,,7,7,7,7,6,7,7,7,7,6,4,5,6,6,3,5,5,5,5,3,6,3,5,2,5,5,5,4,5,4,4,6,3,4,6,1,6,4,5,5,3,7,6,6,4,7,6,5,6,3,6,3,5,3,1,1,7,7,1,7,1,7,,,,,,,,,,2,2,2,3,3,2,2,2,3,2,41,5,,3,3,6,6,6,6,2,1,Methodist ,,1,5,4,7,Not sure,0,Not sure,0,2,,2,0,,1,B
6/25/2017 8:03,6/25/2017 8:05,69.117.181.144,0,138,R_1lm1lpY6CmJfMxH,40.61000061,-73.91079712,,,,,,,,,,2,5,4,4,2,5,4,5,7,3,3,4,5,3,3,3,4,3,3,6,5,2,2,1,3,5,3,1,5,5,5,4,4,1,6,2,4,2,3,6,2,4,2,6,7,5,6,6,5,7,1,6,6,5,1,6,5,1,1,4,2,3,,,,,,,,,,1,4,6,1,3,2,5,3,3,1,27,1,,2,5,5,6,6,7,6,2,,,6,5,5,8,Not really sure.,0,Not really sure.,0,2,,2,0,,1,B
6/25/2017 8:03,6/25/2017 8:08,172.58.136.82,0,280,R_29azbYLBjxqvCbE,41.84829712,-87.65170288,4,4,4,4,3,4,4,5,5,,,,,,,,,,4,3,4,3,2,4,5,5,4,4,6,5,3,4,4,4,4,4,4,5,5,4,5,4,4,5,3,3,4,4,5,5,4,3,5,5,6,5,4,5,6,6,5,2,5,6,5,5,4,2,4,5,4,4,3,5,4,4,5,5,5,4,,,,,,,,,,2,24,2,,4,3,3,2,3,2,7,6,,,1,6,6,9,Na,0,Na,0,1,,2,0,,0,A
6/25/2017 8:05,6/25/2017 8:14,76.164.250.81,0,531,R_1lABsowFbWDdFbL,36.76960754,-83.34780121,,,,,,,,,,4,6,6,6,4,6,6,7,7,1,4,2,6,5,3,5,4,6,3,2,2,6,6,6,4,5,5,6,5,4,6,4,4,2,1,4,2,2,6,6,7,4,4,6,4,7,6,7,4,4,4,4,7,1,1,1,1,1,1,1,1,1,,,,,,,,,,4,4,5,6,4,1,6,5,5,1,36,5,,5,1,2,1,2,2,6,8,,,7,1,1,1,Thoughts on religion.,0,A study about religion.,0,2,,2,0,,1,B
6/25/2017 8:35,6/25/2017 8:45,108.39.131.183,0,583,R_enE3rAHr5CvnHH3,40.34899902,-79.61519623,3,4,6,6,5,1,3,4,2,,,,,,,,,,6,4,3,6,4,3,5,6,6,6,4,5,5,4,5,6,5,1,5,6,5,4,4,3,3,4,5,6,6,6,6,6,6,5,4,4,5,6,6,4,5,4,3,4,3,1,1,1,3,1,1,1,4,7,7,6,5,6,7,6,5,7,,,,,,,,,,2,39,5,,5,2,6,6,6,6,2,1,babtist,,1,4,1,7,opinions on religion ,0,i don't know,0,2,,2,0,,0,A
6/25/2017 8:45,6/25/2017 8:55,135.26.163.202,0,613,R_26a01oLp05hB2db,39.49949646,-88.15809631,2,2,2,5,3,1,3,1,1,,,,,,,,,,3,5,4,6,5,3,5,6,6,6,5,6,5,3,5,6,6,2,3,6,4,2,5,5,5,6,1,5,4,6,4,6,7,7,3,6,7,6,7,4,2,3,3,5,2,1,1,2,3,1,2,1,2,7,7,7,7,7,7,7,7,7,,,,,,,,,,2,32,5,,4,4,6,6,6,6,2,2,,,1,5,2,5,I think the purpose of this experiment is to find out different views on morals and religion.,0,I think it studies different beliefs of different people.,0,2,,2,0,,0,A
6/25/2017 9:04,6/25/2017 9:13,68.99.218.236,0,527,R_3rIj14BdjuAHNPV,33.42739868,-112.2037964,,,,,,,,,,5,5,6,3,5,5,5,5,6,3,5,4,5,4,3,5,4,4,4,3,4,4,4,3,4,4,3,4,6,4,4,5,3,4,4,3,6,3,5,4,4,6,3,3,5,5,6,6,4,5,5,3,5,4,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,1,1,1,6,1,5,2,42,5,,3,5,5,5,3,4,2,1,,Episcopalian ,4,1,2,3,I am not sure,0,I am really not sure,0,1,I think they caused my to to think about God on a different plane than I normally would.,2,0,,1,B
6/25/2017 9:04,6/25/2017 9:15,68.175.150.89,0,634,R_bqM7Ynkr2vvWcAF,42.40719604,-76.51589966,,,,,,,,,,5,3,6,4,3,5,5,6,6,1,5,4,6,5,3,4,2,5,3,3,3,5,4,5,2,4,4,5,6,4,4,4,2,5,5,2,4,4,6,6,6,6,6,5,5,7,6,6,4,6,5,5,5,4,1,1,2,1,1,1,1,1,,,,,,,,,,2,2,5,5,6,4,6,5,5,2,52,5,,3,5,4,5,2,2,4,9,,,6,1,1,4,determine something about relationship between religious beliefs and political leanings,0,whether religious beliefs influence political beliefs,0,2,,2,0,,1,B
6/25/2017 9:05,6/25/2017 9:16,96.33.129.200,0,625,R_OeyFkZcckQPlUuB,30.47189331,-90.48179626,6,6,6,6,6,6,6,7,7,,,,,,,,,,2,5,4,6,6,3,5,4,5,5,5,5,6,6,6,4,5,1,6,6,5,6,5,2,5,5,1,5,5,6,6,7,7,6,6,7,7,6,7,6,7,6,5,5,3,1,1,6,6,1,6,1,4,5,5,6,6,6,6,6,6,6,,,,,,,,,,1,44,5,,3,4,6,7,6,6,3,2,,,5,1,1,2,not sure,0,How we feel about god for one thing,0,2,,2,0,,0,A
